Cell Line Name,OTS964_0.004572 uM,OTS964_0.01372 uM,OTS964_0.04115 uM,OTS964_0.1235 uM,OTS964_0.3704 uM,OTS964_1.111 uM,OTS964_10.0 uM,OTS964_3.333 uM
LN464_CENTRAL_NERVOUS_SYSTEM,-0.019566609,0.036733676,-0.064048547,-2.819531765,-3.669824197,-4.378585842,-3.914725517,-3.926263744
LNCAPCLONEFGC_PROSTATE,-0.128776868,0.437033546,-0.263773948,-4.264815007,-3.356625455,-4.023531805,-3.899376162,-3.437838751
LNZ308_CENTRAL_NERVOUS_SYSTEM,0.080101891,-0.10770638,0.371101957,-1.897758759,-2.996201254,-2.926365607,-3.059992387,-2.923348709
LOUNH91_LUNG,-0.449343212,0.261404159,-0.569078668,-1.480389957,-2.163304674,-2.838096057,-3.576575119,-3.804962785
LOVO_LARGE_INTESTINE,0.295601166,-0.755244314,0.148122908,-2.891353239,-1.954667582,-3.33830584,-2.673547563,-2.729695269
LOXIMVI_SKIN,0.046032631,-0.047945891,-0.231162164,-2.700171285,-3.070031606,-3.324082488,-3.370824629,-2.802213414
LPS141_SOFT_TISSUE,0.473094088,0.134016434,0.805460059,-0.291885826,-2.561926094,-4.034454196,-3.294184472,-3.05163839
LS_AUTONOMIC_GANGLIA,-0.058729447,-0.362891345,-0.091993899,-2.850437701,-3.248429848,-3.783236985,-5.100216597,-3.617705795
LS1034_LARGE_INTESTINE,0.157066127,-0.451431055,0.113843046,-1.505041127,-2.205384514,-2.874173784,-2.743093681,-4.047639989
LS180_LARGE_INTESTINE,0.505602903,0.369724231,0.006971656,-1.967875486,-3.158619132,-3.684520719,-4.824813831,-4.466654017
LS411N_LARGE_INTESTINE,-0.143233709,-0.120948673,-0.58807921,-2.846925553,-2.489738134,-2.755628307,-3.162803226,-3.274791195
LS513_LARGE_INTESTINE,-0.881120405,0.29145865,-0.981618414,-1.37228621,-2.983872878,-3.060965932,-3.353720809,-4.255826714
LU99_LUNG,-0.002340749,-0.437343679,-1.642900201,-4.611392515,-4.371267147,-4.570013242,-4.067100723,-4.21682209
LUDLU1_LUNG,-0.088161962,-0.404277765,-1.406907335,-4.161392981,-4.714257581,-2.897794361,-3.388167932,-4.601792598
LXF289_LUNG,0.115740235,0.004154259,-0.023971935,-1.681861355,-3.237877998,-4.256798436,-3.438181888,-3.979162881
M059K_CENTRAL_NERVOUS_SYSTEM,0.125521063,0.43261388,-0.640486806,-2.703082889,-3.109941923,-3.720846826,-3.599198409,-3.628053967
MALME3M_SKIN,0.143960972,0.05100743,0.027200507,-0.077092987,-4.039252271,-3.817267432,-3.938544096,-3.592473913
MB1_THYROID,-0.312650346,-0.042791248,-0.522267131,-4.593570923,-4.320334682,-4.375345299,-5.273434746,-4.218723958
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.657813475,0.023878872,0.695921575,-1.743433743,-2.286363969,-3.392458956,-1.937112851,-2.470595882
MCAS_OVARY,-0.030981436,0.032910097,-0.036482695,-1.987404971,-4.511875422,-4.614804656,-4.403293343,-4.297258171
MCC142_SKIN,-0.022197708,-0.292794648,-0.524993338,-4.397579127,-4.139366734,-3.803338305,-4.015947277,-4.146689695
MCC26_SKIN,0.049817597,-0.050788475,-0.044446426,-2.866057004,-2.369260563,-2.424085493,-3.16390357,-3.862036555
MCF7_BREAST,-0.069292854,-0.253991341,-0.156582726,-1.925997377,-2.916850133,-3.044897443,-3.336241944,-2.947181157
MDAMB175VII_BREAST,-0.001970822,-0.416499373,0.137848692,-1.972816628,-2.299283281,-3.08320715,-2.741730355,-2.987876051
MDAMB231_BREAST,0.14680696,0.097973814,-0.516332571,-2.736033632,-3.344235368,-4.088434278,-4.199074999,-4.024623903
MDAMB361_BREAST,-0.084507762,-0.170000826,-0.244069759,-2.624878658,-2.974068484,-4.323832689,-4.284966477,-3.868121656
MDAMB435S_SKIN,0.190179974,0.253573348,0.044390084,-1.442779258,-3.309540605,-4.09054603,-4.784165405,-3.135418786
MDAMB436_BREAST,-0.040372511,-0.119384649,-1.758513153,-2.594144006,-2.397217982,-3.405284334,-3.028485807,-2.958911759
MDAMB453_BREAST,0.177618306,-0.106998059,0.035422068,-1.187727631,-2.928912633,-4.532520655,-3.835314939,-3.569756872
MDAMB468_BREAST,-0.311337553,-0.200306146,-0.693182636,-3.976305579,-3.825087547,-4.050887186,-4.462289625,-4.193261601
MDST8_LARGE_INTESTINE,-0.066618983,-0.287036892,-0.588219882,-3.466862684,-3.903132495,-4.439049184,-3.86275929,-3.772553711
MEL285_UVEA,0.267607224,-0.687304588,-0.359005097,-2.080219309,-2.885094567,-2.918436635,-4.376720898,-4.001630028
MEL290_UVEA,0.375322551,0.167539774,0.059860926,-0.9543097,-2.276073912,-2.569479343,-2.783460266,-2.769835668
MELHO_SKIN,-0.400972283,-0.254220385,0.39302988,-1.882008422,-3.733928583,-3.545743854,-3.816655908,-3.524377165
MELJUSO_SKIN,-0.108714834,-0.080103576,0.102148363,-0.474232876,-3.48566813,-4.219027891,-3.710676989,-3.667816163
MESSA_SOFT_TISSUE,0.10726075,-0.547290182,0.077997213,-2.914108132,-3.735158649,-3.80042875,-3.402765596,-4.743695686
MEWO_SKIN,0.028889712,-0.19585971,-0.111167777,-1.466764027,-4.093739275,-3.920963485,-3.332147999,-4.151672589
MFE280_ENDOMETRIUM,-0.044013892,-0.385877081,-1.516968204,-3.748316331,-2.826763058,-2.879004586,-3.497836703,-2.496031254
MFE296_ENDOMETRIUM,-0.178194318,0.195006432,0.001130146,-2.977865483,-3.262388897,-3.418978924,-3.49452562,-3.548170797
MFE319_ENDOMETRIUM,0.414384586,0.236697361,-0.018604845,-3.209007352,-3.915670223,-4.932595742,-3.726021864,-4.557555469
MG63_BONE,-0.253712992,-0.210602783,0.197068624,0.369959618,-2.610509304,-2.441302184,-2.322376369,-2.503368914
MHHES1_BONE,-0.061904782,-0.378326732,-0.344642202,-4.209974165,-3.563452728,-3.923390463,-4.581074701,-4.2473644
MHHNB11_AUTONOMIC_GANGLIA,0.101582094,-0.013426904,-0.020562138,-3.198074288,-2.649036512,-4.284160522,-3.796980891,-3.350631801
MIAPACA2_PANCREAS,0.007363406,-0.083198913,-0.523679186,-3.71437772,-3.425247344,-3.773511423,-4.398048095,-3.73822241
MKN1_STOMACH,-0.614057325,-0.074178496,0.055703616,-3.286205914,-2.692947446,-3.762313745,-3.271597308,-3.846999116
MKN45_STOMACH,0.19837289,-0.498192807,-0.234648416,-4.058377303,-4.134938221,-4.449968473,-3.935974672,-4.412666172
MKN7_STOMACH,-0.452882889,-0.174293122,-0.41740837,-1.876587041,-2.466826121,-2.675031277,-2.637783863,-2.558210568
MKN74_STOMACH,-0.160004329,0.204134506,0.463308739,-2.673840022,-2.734617841,-2.910142048,-3.273994379,-2.887907244
MM127_SKIN,0.191957504,0.122035702,-0.408824082,-2.112742746,-3.517124381,-4.325217263,-3.531402671,-3.900709006
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.358193883,0.198756913,0.267920133,-1.119161095,-2.107893295,-3.721708348,-2.646285777,-3.266537256
MMNK1_BILIARY_TRACT,-0.042614336,0.021930637,-0.068363965,-1.623205127,-4.407648344,-3.443862958,-3.685484597,-3.797230146
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.307206735,-0.360928918,-0.072887443,-3.961924903,-4.886073492,-4.752595565,-4.409110388,-4.515422783
MOLM14_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.12288641,0.249199511,0.117851256,-3.464174177,-4.565148761,-3.890232921,-3.797399783,-4.123622482
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.102710194,-0.067627992,-1.155867197,-3.708035704,-3.512369217,-4.17811728,-4.57531555,-3.652788762
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.410806286,0.082059056,0.01940471,-4.060213361,-3.428633163,-4.384236883,-4.708726149,-4.107661424
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.182778279,-0.150174415,-0.094724596,-2.656623825,-3.832250768,-4.429934901,-4.169666868,-3.914252811
MON_SOFT_TISSUE,-0.38733063,-1.496123862,-0.381869344,-2.647454206,-2.684944537,-3.144607265,-3.217871631,-2.844813342
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.17518999,-0.176250083,0.089678803,-2.037392801,-3.482470603,-4.047189858,-3.875250413,-4.494181828
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.03903869,-0.187634224,-0.276577748,-2.847703953,-3.982871247,-4.033995948,-3.949016859,-4.124448743
MP41_UVEA,-0.076659969,-0.042538699,-0.359293977,-2.411305967,-3.279332572,-4.028802313,-4.615736631,-3.563580104
MPP89_PLEURA,-0.32042446,-0.649433913,-0.17069622,-0.899651068,-2.424883136,-3.185777466,-3.328895891,-3.501556843
MS751_CERVIX,-0.090125643,0.491684187,-0.280866765,-4.108527592,-3.918345868,-4.068723312,-4.272068717,-4.052912183
MSTO211H_PLEURA,0.030730781,-0.221511173,-0.264333635,-3.910823285,-4.191844918,-3.739362935,-4.511949781,-4.34707558
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.105566931,0.007976902,0.607276283,-2.381706577,-3.634814469,-3.968673331,-3.441232604,-3.421032288
NB1_AUTONOMIC_GANGLIA,-0.017200957,-0.040319081,-0.155584308,-3.633521116,-4.10467933,-4.206734168,-4.116997035,-3.993357056
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.176081642,-0.0865328,-0.173879411,-3.485032968,-4.113072622,-3.040150027,-3.497867354,-3.965093995
NCIH1048_LUNG,0.033627997,-0.319972155,-1.628216079,-3.758245072,-3.356615369,-3.982882592,-4.192242596,-3.403420037
NCIH1092_LUNG,0.131203138,-0.200512126,-0.31076212,-3.350336707,-3.365040237,-3.703191846,-3.877951899,-3.488042588
NCIH1299_LUNG,-0.027250649,-0.152184238,0.065843751,-2.574521424,-3.254957104,-3.664208354,-3.459509244,-3.596298988
NCIH1341_LUNG,0.153302143,-0.540678703,-0.481728495,-3.474110823,-2.699681923,-4.640764062,-4.219661793,-4.866333229
NCIH1355_LUNG,0.038009645,-0.362447098,-0.902020678,-2.336089438,-3.106662796,-4.299374118,-3.716444518,-3.717394659
NCIH1373_LUNG,-0.461513404,-0.162417944,-0.159365762,-1.775416596,-4.781797097,-4.106326185,-4.927928758,-4.235209342
NCIH1435_LUNG,0.060784607,0.509660261,0.639161194,-0.959956791,-3.381750392,-2.8846624,-2.642408194,-2.625464491
NCIH1437_LUNG,-0.031826104,0.100859829,-0.036597457,-3.426482785,-2.435095247,-3.735236153,-3.631535963,-2.895576763
NCIH1563_LUNG,0.198909578,-0.188004818,-0.076015401,-2.583999015,-3.799532113,-3.79032797,-4.748448081,-2.876424172
NCIH1568_LUNG,-0.07400712,0.105482493,-0.018661908,-3.753076907,-3.729043343,-4.053982871,-4.094620412,-4.106573104
NCIH1573_LUNG,-0.197502007,0.110274587,-1.323528014,-3.056778359,-2.866051825,-3.748001779,-3.480562003,-3.411390255
NCIH157DM_LUNG,-0.550612337,0.024283583,0.074056358,-2.560257748,-3.217738615,-3.221910844,-3.488677691,-3.353838743
NCIH1581_LUNG,-0.179071944,0.093304215,-0.652792133,-2.285868521,-2.559520031,-3.198788632,-2.448144688,-2.994431787
NCIH1623_LUNG,0.00405602,-0.436857234,-0.598470854,-2.790061054,-3.213957871,-3.212256362,-3.018022081,-3.392792301
NCIH1648_LUNG,-0.055731805,0.215767533,-0.176272341,-1.749880506,-3.142806543,-4.165548524,-3.912834703,-3.443278336
NCIH1650_LUNG,-0.039659231,0.112642238,-1.171846516,-2.525403458,-3.779149592,-3.420319619,-4.530875582,-3.868868209
NCIH1651_LUNG,0.205219753,0.127637508,-0.024855081,-2.015581596,-2.79573622,-3.791309924,-4.395205237,-3.561820912
NCIH1693_LUNG,-0.047283385,0.005465745,0.16683964,-0.894221122,-3.997069597,-3.226155663,-3.651046855,-3.868464644
NCIH1694_LUNG,0.163978456,0.025786123,0.37185378,-1.797166588,-3.267712084,-4.686709611,-4.114534161,-3.295538165
NCIH1703_LUNG,-0.150761634,-0.1008963,-0.352321642,-3.006870979,-3.354595492,-4.26078177,-3.906918923,-3.722065196
NCIH1792_LUNG,0.132758332,-0.370126321,-0.91607854,-4.156896109,-5.520522599,-4.264990359,-3.583187282,-3.805377339
NCIH1793_LUNG,0.218369812,0.121829452,-0.208933504,-1.221499417,-2.47328037,-2.039591755,-2.974183168,-2.722385749
NCIH1838_LUNG,-0.00322683,-0.236525193,-0.39136884,-2.384386706,-2.663003662,-4.49683335,-3.157436552,-3.09470399
NCIH1876_LUNG,-0.142677629,-0.097025638,0.796811976,-0.816038716,-2.556446293,-3.014085109,-2.972219395,-2.47754153
NCIH1915_LUNG,-0.156329043,0.198624689,-0.188753582,-2.416185522,-3.720396134,-3.582015811,-4.101351084,-4.025389068
NCIH1944_LUNG,-0.136958689,0.24686885,-0.811356307,-4.310539696,-3.903714002,-3.735563354,-4.274901385,-3.902065329
NCIH196_LUNG,0.089632593,-0.235940199,-0.297970702,-2.201646482,-2.458009678,-3.428645919,-3.49783446,-3.688485846
NCIH1975_LUNG,-0.023976117,-0.002771594,-0.020883038,-3.415132907,-3.232575042,-3.57225454,-4.051467383,-3.521915412
NCIH2004RT_SOFT_TISSUE,0.037357966,-0.153726715,-0.390885545,-1.358729154,-2.791388423,-3.558725876,-3.952233518,-2.805580063
NCIH2009_LUNG,0.076088792,-0.455098116,0.09117475,-1.916372643,-2.909711975,-3.92964595,-3.676920939,-4.521063128
NCIH2023_LUNG,-0.332038561,-0.185774049,0.002409168,-2.932070468,-3.243319506,-3.66350914,-3.793168174,-3.538857367
NCIH2052_PLEURA,0.493112041,-0.107257714,-0.407183602,-3.17015428,-3.381864654,-3.553396008,-5.402767126,-5.103084138
NCIH2077_LUNG,0.093454995,-0.264424476,-0.388365128,-2.612045134,-3.238647078,-3.371584374,-3.967124484,-3.872362843
NCIH2087_LUNG,0.054668504,-0.171323267,-0.00108699,-2.95873157,-3.645368165,-3.838877487,-4.19623009,-3.701784208
NCIH2110_LUNG,-0.202912707,-1.061453979,-1.238331738,-3.44196322,-3.625098058,-3.665559183,-3.679040203,-3.325720003
NCIH2122_LUNG,-0.005728132,-0.190767234,-1.011037463,-4.708433168,-3.566708018,-3.863504762,-3.648909378,-3.288543625
NCIH2126_LUNG,0.047847269,-0.325797424,-0.309043787,-1.424480726,-2.862802024,-3.639681208,-3.993018852,-4.203860341
NCIH2170_LUNG,0.238186672,-0.980520864,-1.050921141,-3.487173597,-3.559738091,-5.528659495,-4.210656645,-4.876063419
NCIH2171_LUNG,0.098742975,-0.14407822,-0.500145471,-2.129551331,-3.292454071,-2.84163666,-2.336324933,-2.730383807
NCIH2172_LUNG,0.037975795,-0.203954479,0.091562621,-1.24825456,-3.78966833,-4.143642919,-4.341423704,-4.03721931
NCIH2228_LUNG,0.140342673,0.160621369,-0.334443523,-2.361642452,-3.464643317,-3.887889021,-4.18087266,-3.607588623
NCIH226_LUNG,0.157391133,-0.204339777,-0.456840122,-2.128004973,-4.142817046,-3.442506521,-3.85546845,-3.535214322
NCIH23_LUNG,0.093031807,-0.189760478,-0.089543853,-3.219056741,-3.589092256,-4.274828179,-4.361921076,-4.718574395
NCIH2347_LUNG,-0.053504766,-0.526864385,-0.637565334,-1.060538248,-4.021419742,-4.333428059,-4.153133737,-4.073904554
NCIH2444_LUNG,0.460079304,-0.29494058,-0.171107384,-2.135317043,-3.655157794,-4.252279063,-3.922236479,-3.74036724
NCIH2452_PLEURA,-0.56785175,-0.525591047,-0.755097191,-2.463775129,-2.212335573,-3.475956938,-3.034812959,-3.572251309
NCIH28_PLEURA,-0.035704717,0.029035855,-0.462186413,-3.513473361,-3.384343063,-3.758777352,-4.241643106,-4.042832863
NCIH292_LUNG,-0.008062865,-0.561489251,0.072403725,-2.90630044,-3.371152493,-3.836404165,-4.020722774,-3.893279582
NCIH322_LUNG,0.050945821,0.070983842,-0.065376814,-3.255489984,-3.652887611,-3.782754658,-3.974690479,-3.926948598
NCIH358_LUNG,0.247411986,0.0587383,0.345414194,-0.555455881,-3.482219618,-2.975754234,-2.532504687,-4.056208694
NCIH441_LUNG,0.193463625,-0.176340801,0.043219732,-2.267811454,-3.689771588,-3.78030986,-4.410381926,-4.195080427
NCIH446_LUNG,-0.142212747,-0.082608423,-0.223535262,-1.737360339,-3.596703946,-3.663460118,-3.62684221,-3.769497032
NCIH460_LUNG,0.012915062,0.187852198,-0.040665365,-4.852010365,-3.228663135,-4.574130749,-4.08676537,-3.139216072
NCIH508_LARGE_INTESTINE,0.056179069,-0.136285426,-0.487340957,-1.50425388,-3.319308985,-4.93376876,-4.55098518,-4.13985856
NCIH520_LUNG,-0.316142022,-0.058480667,-0.420227091,-4.200725102,-3.691805895,-3.977852404,-4.040373655,-3.982861641
NCIH522_LUNG,0.404986169,0.346903993,0.283089231,-2.025234383,-4.202022642,-3.830484656,-4.464538119,-4.123101426
NCIH524_LUNG,-0.118399413,0.04433523,-0.623210378,-0.968545236,-2.400431241,-3.41154276,-3.088144199,-3.309042867
NCIH596_LUNG,-0.1125202,0.062277564,-0.224904247,-1.406518432,-3.445448317,-4.036456495,-4.470166957,-4.015909441
NCIH647_LUNG,-0.148340432,-0.125785028,-0.407940397,-3.698126784,-4.08274004,-4.516866484,-4.778921498,-4.356695982
NCIH650_LUNG,0.267233617,0.169667851,-0.381608229,-4.524931046,-3.239417715,-4.139168261,-4.387612149,-4.220919569
NCIH661_LUNG,0.017200836,0.260837299,-0.282412895,-1.686530975,-3.787259128,-3.070499728,-3.926307516,-3.501881919
NCIH727_LUNG,0.011967066,0.390416781,0.322392927,-2.245515668,-2.930832982,-3.23600535,-2.406547631,-3.678075567
NCIH747_LARGE_INTESTINE,-0.315139026,0.232803197,0.46473442,-0.218266275,-3.243495772,-3.408890194,-3.191056744,-3.605390008
NCIH82_LUNG,-0.405043248,0.660199193,-0.395803983,-3.896717083,-4.295986075,-3.965979498,-5.484543461,-3.756203454
NCIH838_LUNG,-0.045017141,-0.01428516,-0.085550812,-4.378850706,-3.184740258,-3.406262071,-3.141315464,-3.27991281
NCIH841_LUNG,0.371195113,-0.321002691,0.047679653,-3.157049158,-3.098417306,-3.318761023,-3.411893162,-4.614260612
NCIN87_STOMACH,0.457371912,-0.304918418,-0.746979712,-0.693872194,-3.472651874,-3.554921977,-3.570879501,-3.488252356
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.166626031,0.451391939,-0.261033682,-3.656514858,-4.049827537,-4.333475819,-3.714228459,-4.785617785
NIHOVCAR3_OVARY,-0.167009421,-0.070088532,-0.154719606,-0.51085513,-3.63935042,-4.382968722,-3.470198294,-4.340856886
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.092715095,0.247615258,0.35039719,-1.088433042,-3.924343977,-4.620464579,-4.212062999,-4.046281766
NOZ_LIVER,0.204134426,-0.183003626,-0.264846988,-3.483135189,-3.305118505,-3.478476276,-4.031594576,-3.912566745
NP2_CENTRAL_NERVOUS_SYSTEM,0.398395312,-0.378892135,-0.209237501,-2.91046586,-2.66354533,-3.815517524,-3.495643695,-3.07739201
NP3_CENTRAL_NERVOUS_SYSTEM,-0.032866088,-0.842645293,-0.066347713,-1.023139688,-3.708778461,-3.119251257,-3.407693593,-3.133175287
NP5_CENTRAL_NERVOUS_SYSTEM,-0.106388717,-0.618919971,-0.884358408,-3.206861957,-2.828730237,-3.662928355,-5.348950857,-3.837866235
NUGC3_STOMACH,0.043392975,-0.127344527,0.036621488,-2.847865393,-1.925481245,-3.318531176,-3.900357439,-2.935091386
NUGC4_STOMACH,0.184266313,-0.28517393,-0.029573993,-2.325374202,-4.224686885,-4.106513758,-4.070517718,-3.579181643
NZOV9_OVARY,0.124532021,-0.570366296,0.526972153,-1.147134509,-2.457634949,-3.100203696,-2.304925654,-2.210927193
OACM51_OESOPHAGUS,-0.212682575,-1.326826878,-0.892441131,-2.795975344,-3.711066383,-3.016774385,-3.931138531,-3.699842742
OAW42_OVARY,0.282326596,0.021193108,-0.530372568,-2.940716445,-3.974093102,-4.038894591,-4.246026592,-3.59939486
OC314_OVARY,-0.222317287,-0.149542278,0.056861916,-3.669479726,-3.782545147,-4.301867661,-4.342464751,-3.746924043
OC316_OVARY,-0.44312105,0.444675788,0.023686015,-2.972655409,-3.692293351,-4.062901019,-4.811739834,-4.046445013
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.056500682,-0.06682449,-0.546640813,-3.330599427,-3.451039445,-3.032729293,-3.421423813,-3.80328507
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.397393777,0.232280164,0.052497352,-3.470234007,-3.871853156,-4.34577802,-4.419198872,-3.911623134
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.217499377,0.149398102,-0.087099415,-2.959178352,-3.279980949,-4.564956074,-3.94304956,-3.726845897
OCIC4P_OVARY,0.000731711,-0.11183868,0.377690709,-1.379948391,-2.9648646,-4.510244723,-4.219421095,-4.460196668
OCIC5X_OVARY,0.119099455,-0.019154179,-0.607612614,-4.806711499,-4.101582759,-4.563913556,-4.456875331,-3.957918172
OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.076846795,-0.168538963,-0.348723577,-2.131197501,-3.092861759,-3.669843318,-4.215252987,-2.884422435
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.039200289,0.253488139,-0.334082854,-1.766503325,-4.087188605,-4.673393919,-3.991625987,-3.364200156
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.712533428,-0.044312309,-1.197213693,-2.392986722,-3.445654868,-3.945994182,-3.397648547,-3.37121138
OCIP5X_OVARY,0.299852089,-0.122532132,-0.66126021,-1.97167275,-2.619414571,-4.551331484,-3.590350042,-3.366318625
OCUG1_BILIARY_TRACT,-0.204639288,-0.26892148,0.205592676,-3.064844573,-4.349992547,-5.123562755,-4.33841011,-4.817165381
OE19_OESOPHAGUS,0.091043127,-0.765555749,-0.311949128,-0.534681989,-2.323383541,-4.130189744,-2.610904919,-3.475925949
OE21_OESOPHAGUS,-0.098965887,-0.16203744,-0.779274209,-3.845585565,-2.944826825,-3.651095601,-3.620875272,-3.324467548
OE33_OESOPHAGUS,0.271144436,0.192601787,0.207940464,-3.264232544,-3.634420408,-3.618482088,-3.984258587,-4.33951804
ONCODG1_OVARY,0.051827662,-0.419082749,0.109925751,-1.190494692,-3.340270181,-4.15061919,-3.067966653,-3.316991375
ONDA9_CENTRAL_NERVOUS_SYSTEM,-0.197983235,-0.176552624,-0.212942709,-0.828491482,-3.478214671,-4.360044354,-2.957248861,-2.713374417
ONS76_CENTRAL_NERVOUS_SYSTEM,-0.015241703,0.090038692,0.071503309,-1.545903786,-3.797496148,-4.168097752,-4.146288807,-3.782961295
OSC20_UPPER_AERODIGESTIVE_TRACT,0.146007301,0.11982656,-0.237905058,-1.200545925,-3.928885139,-4.16731572,-4.87357272,-4.700340673
OSRC2_KIDNEY,0.10532354,0.086273478,0.291185304,-1.450870215,-3.761826534,-4.243664315,-3.977001559,-3.841565423
OUMS23_LARGE_INTESTINE,0.010474274,-0.470910546,-0.784897507,-3.794113498,-3.798999772,-4.513324987,-5.263848777,-5.707740014
OV17R_OVARY,0.248885301,0.059869686,0.006901314,-1.627283531,-2.952512573,-2.993134995,-3.190162067,-3.298953071
OV56_OVARY,0.250783011,0.019210847,-0.318408835,-1.397945252,-3.579612214,-3.491872533,-3.776835392,-4.082910279
OV7_OVARY,0.148967067,-0.254407982,-0.429495905,-0.763193709,-2.631155769,-3.880162293,-2.890727743,-3.555324917
OVCAR8_OVARY,0.070212304,0.097615527,-0.253500102,-4.187228014,-3.149926878,-3.760860977,-4.018784562,-3.660512196
OVISE_OVARY,0.17320945,-0.401775564,-0.055489996,-2.271316435,-3.748847258,-4.15191626,-4.095416267,-3.975047304
OVK18_OVARY,0.155736057,-0.000779382,-0.651003042,-4.312474289,-3.861055738,-4.539316355,-3.380016906,-4.0707306
OVKATE_OVARY,-0.038290835,0.095590622,0.209786663,0.132795224,-1.45066972,-1.572188103,-1.808328987,-1.229537413
OVTOKO_OVARY,0.371406451,-0.316093033,-0.044295372,-2.485615073,-3.820597479,-3.863795051,-4.009077796,-3.707690792
OZ_BILIARY_TRACT,-0.39003677,-0.332857904,-0.232893267,-2.019065365,-3.029184327,-3.066366007,-3.107116893,-3.425259002
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.026395837,-0.370957465,0.189278457,-2.880852116,-3.291673003,-3.490051772,-3.596550495,-3.735500183
PACADD119_PANCREAS,-0.320772392,-0.632890412,-0.478884389,-2.516007765,-3.749529566,-3.621501557,-3.237906375,-3.111016564
PACADD137_PANCREAS,0.536435854,-0.080628053,-1.40826399,-2.253458065,-3.408718338,-1.970029626,-3.641849178,-1.488756765
PACADD161_PANCREAS,-0.046046886,0.246089293,-0.002103337,-1.943503453,-3.777276766,-3.67650228,-5.078281275,-3.787422966
PANC0203_PANCREAS,0.016483357,-0.070522695,0.168094927,-1.171245051,-4.138095337,-4.094354234,-4.365760116,-5.012768324
PANC0327_PANCREAS,-0.149495396,-0.068923011,0.01144917,-3.862990391,-3.409217085,-3.172115417,-2.519571206,-2.972386679
PANC0403_PANCREAS,0.142583066,0.009071654,-0.06984255,-1.975988239,-3.056193512,-3.209710299,-2.739268116,-3.410891123
PANC0504_PANCREAS,0.706185332,-0.183026323,0.283933104,-2.701454624,-2.378849521,-2.846994417,-2.228225121,-1.669457874
PANC0813_PANCREAS,-0.005798463,-0.53152736,0.58539334,-2.48522202,-4.059737451,-3.962835614,-3.970932559,-3.648711371
PANC1_PANCREAS,0.028389615,-0.531956331,-0.613463505,-0.51327839,-3.306525138,-3.106064844,-3.332066769,-4.348400492
PANC1005_PANCREAS,-0.21203322,-0.096508513,0.526148228,-2.335899808,-2.731424708,-3.430548581,-2.73678906,-2.406101075
PATU8902_PANCREAS,-0.021769679,-0.012299665,0.050523851,-1.408124533,-3.347198683,-3.269782811,-3.05363426,-2.825878565
PATU8988S_PANCREAS,-0.700485177,0.344115773,-0.355969306,-1.604440969,-1.355070726,-1.227056338,-2.427200365,-2.956045656
PATU8988T_PANCREAS,0.170088518,0.080622863,-0.326706887,-4.439648881,-3.38236949,-4.147905185,-3.753856328,-4.085814605
PC14_LUNG,-0.155166856,0.208973344,-0.199240702,-2.753329026,-3.349522478,-3.764025312,-3.930267474,-4.260718943
PC3_PROSTATE,0.239528438,0.13613394,-0.069181926,-0.770050159,-2.011984221,-3.128275692,-2.687400611,-2.953054901
PEA1_OVARY,-0.252767554,0.092772184,-0.104994701,-1.820777133,-2.857285667,-3.544851102,-4.051831421,-4.063234222
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,-0.286657021,-0.151087401,-0.362363645,-3.005283501,-4.478337709,-3.772249711,-4.564036404,-4.793665221
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,0.267701486,0.109227435,-0.638908077,-3.306419797,-3.119375196,-3.690881932,-3.628412051,-3.107545782
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,-0.009413922,-0.120639106,-0.032271748,-3.260669194,-3.413256779,-4.072162267,-4.043467992,-3.844304171
PEDS005TSUSP_KIDNEY,0.018237559,0.074457159,0.092456229,-2.32507215,-3.881784963,-3.624818004,-3.666320626,-3.794811948
