depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,CCNL2,CDK11A,CDK11B
ACH-000855,KYSE150,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,6.0590491151,4.7887948498,5.0514137472
ACH-000693,KYSE180,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,5.1113679386,3.7571003755,4.314389789
ACH-000873,KYSE270,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,7.1040258669,5.2928067261,4.7773659305
ACH-000809,KYSE410,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,5.9876014603,4.4646863939,4.2620052152
ACH-000332,YAPC,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.0570038007,3.9906282004,4.2344214061
ACH-000627,LCLC103H,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,5.9023720572,4.9427805928,4.977686111
ACH-001494,EGI1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,Extrahepatic,,,6.5054145884,4.3267192193,4.5572717958
ACH-000198,EOL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Eosinophilic Leukemia, NOS",M5,,,6.3653965437,5.2318344711,4.6186018888
ACH-000865,KYSE450,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,6.1174270801,4.7126032895,5.1783157651
ACH-000176,LOUNH91,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,6.7917884729,4.6417881886,4.919446434
ACH-001669,TANOUE,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.9061885134,6.6072156543,5.8429419567
ACH-000548,BHY,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Oral,,,7.5370422656,5.7606542843,4.9143093355
ACH-000027,GOS3,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.8892330373,5.0818520911,5.1047706727
ACH-000192,MFE280,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,4.8619259804,3.2714455451,3.6224419089
ACH-000879,MFE296,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,6.93371556,5.3796070231,5.4233821154
ACH-000070,697,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.2760221695,4.7083612122,4.7858096536
ACH-000988,MFE319,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,,,,5.1744759161,3.7276918037,5.1164123981
ACH-000363,SKMM2,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,6.129916755,5.2197455259,6.1736228739
ACH-000323,42MGBA,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,7.0321751626,5.0584150864,4.067833925
ACH-000137,8MGBA,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,6.6759253794,4.9055146724,5.2335909357
ACH-001715,CAL72,Bone,Osteosarcoma,Osteosarcoma,,,,6.2991064166,5.2220431375,5.7549678875
ACH-000826,CAL12T,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,,,6.0197314188,3.8603101552,5.0490666616
ACH-000516,CAL78,Bone,Chondrosarcoma,Dedifferentiated Chondrosarcoma,,,,6.6726430855,4.5371765385,5.0956943683
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Basal B,,5.1973112804,4.3567776978,4.3014665544
ACH-000902,CAL148,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Luminal HER2 Amp,,4.9534648483,4.2022541295,5.2951848214
ACH-000913,ESS1,Uterus,Uterine Sarcoma/Mesenchymal,Endometrial Stromal Sarcoma,,,,6.433361493,4.6884067762,5.0553172987
ACH-000249,CL11,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.1617643183,4.7986118254,4.8395492742
ACH-000056,DOHH2,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,6.2902266175,5.352354182,5.4136233679
ACH-000833,RH30,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,Alveolar,,,4.6424639068,4.158158945,5.2521351672
ACH-000183,L363,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,7.9960353574,6.4113790869,6.762120885
ACH-000492,MUTZ5,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.1442478167,5.0759339876,5.1743644324
ACH-000878,HCC15,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,6.8215267672,5.0061660012,4.9177360496
ACH-000013,ONCODG1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,7.3821047509,5.0505217431,5.2415178474
ACH-000716,TT2609C02,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,Follicular,,,5.1274644931,4.8613484792,4.8747612217
ACH-000105,ALLSIL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,T-cell,,,6.2774807307,4.6038401204,5.6380321106
ACH-000424,TC71,Bone,Ewing Sarcoma,Ewing Sarcoma,,,,7.1637945814,2.2504253687,5.1279632059
ACH-000983,KCL22,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",Blast Crisis,BCR-ABL1 positive,,5.6486071339,4.4894176742,4.8159057183
ACH-000895,CL34,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,5.7580267604,5.1186874742,5.0712150128
ACH-000728,KASUMI2,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.1905937909,5.701658988,5.4510850916
ACH-000124,OCILY19,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,4.6782603725,4.2929987859,3.8600919319
ACH-000751,OCIM1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M6,,,5.4552788583,5.3489516668,4.5614719343
ACH-000326,JURLMK1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",Blast Crisis,BCR-ABL1 positive,,6.6943567029,5.8305841523,5.6802751802
ACH-000667,HCC44,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.9280209539,4.9162556432,4.8521255827
ACH-000838,AMO1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,Plasmacytoma,,,4.237567898,4.5089169714,4.5820146922
ACH-000218,PL21,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M3,,,6.5036097773,5.1251594827,4.9590814029
ACH-000653,JJN3,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,6.5177406653,5.556729004,5.3682633752
ACH-000782,SEM,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,5.9085114499,5.4376630488,5.463561627
ACH-000922,RCHACV,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,5.0318956771,4.2264257623,4.80763255
ACH-000380,KMS12BM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,5.588070355,5.26786153,4.8489915165
ACH-001106,KOPN8,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,4.6822375506,4.3838973809,5.5147290023
ACH-000357,JEKO1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,B-cell Mantle Cell,,,5.8848473866,4.6555336147,5.5883068072
ACH-000362,MOLM13,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,6.1368330061,4.8938619458,4.6906654509
ACH-000369,MOLM16,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,6.1277826169,6.0691162077,5.9304789172
ACH-001638,RCK8,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,B-cell,,,6.3549174435,5.5662125975,5.4810427889
ACH-000562,HCC78,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.8469863624,4.9823110658,4.8699082411
ACH-000978,EN,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,6.0914216462,5.5314000034,5.6769500232
ACH-000656,SUDHL8,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,5.8267904624,4.6739914828,5.3898740891
ACH-000534,WSUDLCL2,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,5.2286149206,4.5690643129,4.4740146502
ACH-000336,OCIAML3,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M4,,,5.2179334492,3.9554061264,3.8912492998
ACH-000388,NUDHL1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,4.742433305,4.3715766564,3.9938073061
ACH-000398,RI1,Lymphoid,Mature B-Cell Neoplasms,Activated B-cell Type,B-cell,,,5.8319424494,5.1490103878,5.4797423978
ACH-001703,VAL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,7.0553721403,6.9002673076,5.2348248157
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2pos,Basal A,,4.6379322031,3.4989462234,4.5739397597
ACH-000100,RH41,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,Alveolar,,,7.3203114962,6.417983429,6.026528069
ACH-001450,BLUE1,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,5.9672478028,4.9377548857,5.0063115665
ACH-000645,JL1,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,4.8682212994,3.9001904679,4.9952479234
ACH-000604,KYO1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",Blast Crisis,BCR-ABL1 positive,,5.3853344935,3.9145814953,3.8826601073
ACH-000453,MOLP2,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,6.2274584066,4.9285554759,4.3001679987
ACH-000450,MELHO,Skin,Melanoma,Melanoma,,,,4.9362508244,4.5916569606,4.7109776934
ACH-001356,MB1,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,Anaplastic,,,6.0736979776,4.7713330222,5.7277379314
ACH-001344,GIMEN,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,6.1949791244,4.0579305463,4.3154940402
ACH-001698,UPCISCC116,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,5.0959316948,3.5260910858,3.4845705631
ACH-001696,UPCISCC111,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,5.3553626378,3.9278529233,3.5716306829
ACH-001548,LS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,5.1372749879,4.4608167894,5.3655493436
ACH-001693,UPCISCC072,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,6.1845025849,4.9528019695,5.2329516228
ACH-001368,OACM51,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,,5.8233804874,4.6579066474,4.8815425088
ACH-001616,OCILY18,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,6.707055178,5.6622121877,4.587527533
ACH-001375,PACADD119,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.771657419,5.334123861,5.7440109004
ACH-001377,PACADD137,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,5.3910756992,4.4938635513,4.3620825767
ACH-000881,MELJUSO,Skin,Melanoma,Cutaneous Melanoma,,,,5.453920547,4.928963761,4.8318611567
ACH-001353,JOPACA1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.8695447514,4.7954261002,4.4777857499
ACH-001379,PACADD161,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.4882019908,4.820466794,5.461328159
ACH-001707,WAOSEL,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,B-cell,,,6.7795438089,6.0980189659,4.9470676802
ACH-001677,U2904,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",B-cell,,,6.8633051455,5.8025088804,5.7297008527
ACH-001574,MOLM14,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,6.6944032709,5.6364437286,4.4930924881
ACH-000815,KMH2,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,,,6.4360030426,5.4382471537,5.3717297884
ACH-000084,MUTZ3,Myeloid,Acute Myeloid Leukemia,"AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM",,,,7.0187093916,5.5156645183,5.2391098033
ACH-000156,MHHCALL4,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.8038203792,6.0565322663,5.5636324756
ACH-000032,MHHCALL3,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.9326426644,6.1117011565,5.7339645427
ACH-000515,HCC33,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,5.5002570557,3.3747640885,3.9023411962
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal A,,6.0983255685,4.158836689,4.1484422105
ACH-000821,EJM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,5.8568222923,5.0300343095,5.1671530344
ACH-000687,CI1,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,B-cell,,,5.8036160638,5.8686740505,5.3739314652
ACH-000215,LN382,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,7.2298812682,5.39680783,5.4791570971
ACH-000425,UACC62,Skin,Melanoma,Melanoma,,,,6.8070755251,5.2385092339,5.1950808247
ACH-000376,SF295,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.2643053073,4.9648687758,5.1580890595
ACH-001547,LO68,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,5.8652137688,4.1741050681,4.2934492624
ACH-001977,NO36,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,5.7456501406,4.3337073349,4.5633762585
ACH-001992,ONE58,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,5.551691052,5.1759887494,4.9968906392
ACH-001550,MCC13,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,,,,6.0909750586,4.7106050037,5.4716149185
ACH-001551,MCC142,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,,,,6.1874664435,4.9440453268,5.3578658727
ACH-001552,MCC26,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,,,,6.1747530525,4.5329733167,4.9055154199
ACH-001563,MM127,Skin,Melanoma,Melanoma,Amelanotic,,,5.5212749652,3.9848038128,4.6016698312
ACH-001970,MM253,Skin,Melanoma,Melanoma,,,,6.1744811392,4.6351154747,5.2603265829
ACH-001566,MM370,Skin,Melanoma,Melanoma,,,,6.2159344345,4.4006832129,4.4647628207
ACH-001568,MM386,Skin,Melanoma,Melanoma,,,,6.4571701409,4.7277145022,3.5043975821
ACH-001567,MM383,Skin,Melanoma,Melanoma,,,,5.8190464368,4.3206998695,4.8632854317
ACH-001569,MM415,Skin,Melanoma,Melanoma,,,,6.6997648414,5.1211559663,4.7576484876
ACH-001570,MM426,Skin,Melanoma,Melanoma,,,,5.785679432,4.6215701801,4.6674638941
ACH-001971,MM466,Skin,Melanoma,Melanoma,,,,5.1917447094,4.1808283787,4.7105583762
ACH-001972,MM473,Skin,Melanoma,Melanoma,,,,4.548382429,3.5586961187,4.5153446854
ACH-001973,MM485,Skin,Melanoma,Melanoma,,,,5.3971834208,4.3583676585,5.110522429
ACH-001975,MM576,Skin,Melanoma,Melanoma,,,,5.5162094866,5.0713805427,5.1268131726
ACH-000360,NCIH508,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.9335010388,4.6864926185,4.2097699221
ACH-001401,SW13,Adrenal Gland,Adrenocortical Carcinoma,Adrenocortical Carcinoma,,,,6.6334736498,5.1331764875,5.1881831126
ACH-000054,HT1080,Soft Tissue,Fibrosarcoma,Fibrosarcoma,,,,6.4128138502,4.6412949739,5.4236860411
ACH-000207,DETROIT562,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oropharynx Squamous Cell Carcinoma,Pharynx,,,5.3074137424,2.9158125185,4.7886135497
ACH-000681,A549,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,4.728775655,3.3702170663,4.0844611852
ACH-000786,DAUDI,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,6.2900659134,5.1237236384,4.6871694562
ACH-001061,DLD1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.1436447699,5.1391460156,5.6675127682
ACH-000997,HCT15,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,5.4484756793,4.7680612282,4.9549150486
ACH-000651,SW620,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.929209994,4.8420200155,5.0170109752
ACH-000842,SW480,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,4.6496878999,3.4597428519,3.8774825473
ACH-000950,LOVO,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,6.0555146467,4.8519297158,4.6352674713
ACH-000958,SW48,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,6.9911208252,4.2610273479,4.8418029007
ACH-000470,SW1463,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,5.7413258894,4.9203666574,5.0994829329
ACH-000421,SW837,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,6.5397351737,5.2928067261,5.4200348034
ACH-000680,SW948,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.7542055503,4.1238805177,4.2139071411
ACH-000002,HL60,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M3,,,6.0471120934,5.3122819013,4.2553247395
ACH-000551,K562,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",Blast Crisis,,,7.0678652838,5.2331717708,5.1077837724
ACH-000386,KG1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,6.283624406,5.3844550051,5.4983507634
ACH-000971,HCT116,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,5.9458565147,5.1074762223,5.4179007448
ACH-000381,T84,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.5519406573,4.9972154328,4.6248735087
ACH-000967,SNUC2A,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,7.1850921727,4.5669936845,5.4788643599
ACH-000403,NCIH747,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.3454992267,4.5586828447,4.9706851425
ACH-000501,LS123,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.544769269,4.5875741078,4.4542471142
ACH-000785,NCIH2126,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.9461085782,4.6907960882,4.6966394266
ACH-001385,RPMI2650,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,,,,7.6571963458,4.575113538,4.2143752748
ACH-000169,RD,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,Embryonal,,,7.0349956021,5.3551324035,5.5980624257
ACH-000489,SW1116,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.9450582535,4.5398156102,3.9631271219
ACH-000151,JM1,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.1815007609,5.4947085694,5.4531718366
ACH-000957,LS180,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,6.8839301311,5.5725818166,5.1066545792
ACH-000329,CCFSTTG1,CNS/Brain,Diffuse Glioma,Astrocytoma,Astrocytoma,,,6.7220383892,4.8034966365,5.5743752618
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERpos HER2neg,Luminal,,6.0961486162,5.2227767888,5.1275920038
ACH-000414,NCIH1944,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.1281385054,4.7303848837,4.2076969648
ACH-000359,MG63,Bone,Osteosarcoma,Osteosarcoma,,,,5.5259190562,4.3995929528,4.782531709
ACH-001402,SW756,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,6.483543199,5.0437367158,5.3462598311
ACH-000788,A2058,Skin,Melanoma,Melanoma,,,,6.426885854,5.1255182319,5.2092007868
ACH-000885,TOV21G,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,Clear Cell,,,6.2974415593,4.4812185479,4.7050614663
ACH-000048,TOV112D,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,Endometrioid,,,6.2756978632,5.1172454996,5.4142351796
ACH-000291,OV90,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,High Grade Serous,,,6.5903029204,5.1472433361,4.9309400822
ACH-000601,MIAPACA2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.9518449878,5.47574039,4.9842451231
ACH-000082,G292CLONEA141B1,Bone,Osteosarcoma,Osteosarcoma,,,,5.9674564385,4.5056844122,5.2480342733
ACH-000572,G361,Skin,Melanoma,Melanoma,,,,6.1231488102,3.9677500809,4.8931456849
ACH-000090,PC3,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,,,,6.8936386685,3.8594852754,5.7210966601
ACH-000375,G402,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,6.6097467849,4.6368488244,4.7584277103
ACH-000096,G401,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,,,,6.7720850407,4.9811281566,5.2113072027
ACH-000164,PANC1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.4330677167,5.327118976,5.3405571571
ACH-000724,HT1376,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,,,6.8636612227,5.2478049267,5.4357921435
ACH-000547,HT1197,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,,,6.4555313031,5.2051787891,5.2480342733
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERpos HER2neg,Luminal,,6.9851091652,4.3243115044,3.9351263619
ACH-000613,HOS,Bone,Osteosarcoma,Osteosarcoma,,,,6.7867384056,5.2659004445,5.0842700984
ACH-001336,CASKI,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,6.1120251716,4.4517416115,4.3761066499
ACH-000964,MOLT3,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,T-cell,,,7.1000698272,5.6466587384,5.2636929974
ACH-001328,A431,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,,,,6.6846938691,5.4932841599,4.9562612591
ACH-001374,PA1,Ovary/Fallopian Tube,Ovarian Germ Cell Tumor,Mixed Germ Cell Tumor,,,,6.5174472394,4.8578305194,5.3849926467
ACH-000580,C32,Skin,Melanoma,Melanoma,Amelanotic,,,6.3108225603,4.5762893773,4.7144179287
ACH-000406,U937,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,7.0512164653,5.2818424105,5.1301884643
ACH-001334,C4I,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,6.6070509904,5.1029177705,4.9784172414
ACH-000052,A673,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,6.9370369474,4.5891064632,5.1055245233
ACH-000046,ACHN,Kidney,Renal Cell Carcinoma,Papillary Renal Cell Carcinoma,,,,5.5524516649,4.4406722383,4.7974576488
ACH-000219,A375,Skin,Melanoma,Melanoma,,,,6.2551321795,5.1009283092,5.3159218813
ACH-000558,A172,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,5.1559032013,3.8977786593,4.3668462795
ACH-000188,SCC25,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,4.3255516665,4.2120998196,4.1641922168
ACH-000181,SCC9,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,7.8051096441,6.083316846,4.6075621537
ACH-000567,ST486,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,6.0204931003,5.2798992936,5.4472018798
ACH-000440,CA46,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,7.3638746758,5.4608539018,5.5773912241
ACH-000583,MC116,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,B-cell,,,6.0096045748,5.0471262919,5.3951503368
ACH-000965,RL952,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,,,,6.8426766423,3.9966713139,4.8672544339
ACH-000222,ASPC1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.4417114037,5.0833280233,4.65072273
ACH-000535,BXPC3,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,5.2081315843,3.9944079612,5.0186103858
ACH-000571,T98G,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.4859455198,5.0088796577,4.9809692529
ACH-000880,AGS,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,6.6246638383,5.1535951305,5.1678757585
ACH-000977,LNCAPCLONEFGC,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,,,,6.8842620809,5.698955737,5.0777569596
